make,model,make_model_risk
HARLEY-DAVIDSON,VRSCAW V-ROD 1250 09,0.0
HARLEY-DAVIDSON,VRSCB,0.0
HARLEY-DAVIDSON,VRSCDX NIGHT ROD SP 1250 12,0.0
HARLEY-DAVIDSON,VRSCDX NIGHT ROD SP 1250 14,0.0
HARLEY-DAVIDSON,VRSCR,0.0
HARLEY-DAVIDSON,XL,0.5
HARLEY-DAVIDSON,XL 1200 C,0.0
HARLEY-DAVIDSON,XL 1200 C CUSTOM SPOR,0.0
HARLEY-DAVIDSON,XL 1200 C CUSTOM SPORT,0.0
HARLEY-DAVIDSON,XL 1200 C CUSTOM SPORTSTER 12,0.0
HARLEY-DAVIDSON,XL 1200 C CUSTOM SPORTSTER 18,0.0
HARLEY-DAVIDSON,XL 1200 C CUSTOM SPORTSTER 19,0.0
HARLEY-DAVIDSON,XL 1200 C CUSTOM SPORTSTER 20,0.0
HARLEY-DAVIDSON,XL 1200 CX ROADSTER 16,0.0
HARLEY-DAVIDSON,XL 1200 CX ROADSTER 17,0.0
HARLEY-DAVIDSON,XL 1200 CX ROADSTER 19,0.3333333333333333
HARLEY-DAVIDSON,XL 1200 N,0.0
HARLEY-DAVIDSON,XL 1200 N NIGHTSTER,0.0
HARLEY-DAVIDSON,XL 1200 N NIGHTSTER 12,0.0
HARLEY-DAVIDSON,XL 1200 NIGHTSTER 11,0.0
HARLEY-DAVIDSON,XL 1200 NS IRON 1200 19,0.0
HARLEY-DAVIDSON,XL 1200 NS IRON 1200 20,0.0
HARLEY-DAVIDSON,XL 1200 T SUPERLOW SPORTSTER18,0.0
HARLEY-DAVIDSON,XL 1200 T SUPERLOW SPORTSTER20,0.0
HARLEY-DAVIDSON,XL 1200 V SEVENTY TWO 12,0.0
HARLEY-DAVIDSON,XL 1200 X FORTY EIGHT,0.0
HARLEY-DAVIDSON,XL 1200 X FORTY EIGHT 12,0.0
HARLEY-DAVIDSON,XL 1200 X FORTY EIGHT 17,0.125
HARLEY-DAVIDSON,XL 1200 X FORTY EIGHT 18,0.0
HARLEY-DAVIDSON,XL 1200 X FORTY EIGHT 19,0.0
HARLEY-DAVIDSON,XL 1200 X FORTY EIGHT 20,0.0
HARLEY-DAVIDSON,XL 1200 X FORTY EIGHT ANV 18,0.0
HARLEY-DAVIDSON,XL 1200 XS FORTY EIGHT SP 18,0.0
HARLEY-DAVIDSON,XL 1200 XS FORTY EIGHT SP 19,0.0
HARLEY-DAVIDSON,XL 883 L SUPERLOW 12,0.42857142857142855
HARLEY-DAVIDSON,XL 883 L SUPERLOW 19,0.0
HARLEY-DAVIDSON,XL 883 N IRON,0.0
HARLEY-DAVIDSON,XL 883 N IRON 11,0.0
HARLEY-DAVIDSON,XL 883 N IRON 12,0.0
HARLEY-DAVIDSON,XL 883 N IRON 14,0.0
HARLEY-DAVIDSON,XL 883 N IRON 17,0.16666666666666666
HARLEY-DAVIDSON,XL 883 N IRON 18,0.10526315789473684
HARLEY-DAVIDSON,XL 883 R SPORTSTER,0.0
HARLEY-DAVIDSON,XL 883R,0.0
HARLEY-DAVIDSON,XL1200,0.0
HARLEY-DAVIDSON,XL1200C,0.0
HARLEY-DAVIDSON,XL1200R,0.0
HARLEY-DAVIDSON,XL1200R SPORTSTER 1200,0.0
HARLEY-DAVIDSON,XL53 C,0.0
HARLEY-DAVIDSON,XL883,0.0
HARLEY-DAVIDSON,XL883C,0.0
HARLEY-DAVIDSON,XL883C SPORTSTER,0.0
HARLEY-DAVIDSON,XLH 883,0.1111111111111111
HARLEY-DAVIDSON,XLH 883 HUGGER,0.0
HARLEY-DAVIDSON,XR 1200,0.0
HARLEY-DAVIDSON,XR1200,0.0
HARLEY-DAVIDSON,XR1200X,0.0
HARLEY-DAVIDSON 1200 CUSTOM LTD XL CB 13,UNCLASSIFIED,0.0
HARLEY-DAVIDSON FAT BOB FXDF 103 1690 13,UNCLASSIFIED,0.0
HARLEY-DAVIDSON FLD SWITCHBACK 1690 12,UNCLASSIFIED,0.0
HARLEY-DAVIDSON FLHR,UNCLASSIFIED,0.0
HARLEY-DAVIDSON FLHTK EGLIDE UL 1690 12,UNCLASSIFIED,0.0
HARLEY-DAVIDSON FLHX STREET GLIDE 1690 13,UNCLASSIFIED,0.0
HARLEY-DAVIDSON FLSTC HERITAGE STC 1584 11,UNCLASSIFIED,0.0
HARLEY-DAVIDSON FXDWG WGLIDE 1584 12,UNCLASSIFIED,0.0
HARLEY-DAVIDSON HERITAGE FLSTC 110TH 1690 13,UNCLASSIFIED,0.0
HARLEY-DAVIDSON IRON 883 XL N 13,UNCLASSIFIED,0.0
HARLEY-DAVIDSON SOFTAIL SLIM FLS 103 13,UNCLASSIFIED,0.0
HARTFORD,HD-200S,0.0
HAVAL H2,UNCLASSIFIED,0.0
HENLEY,CHALLENGER,0.0
HERALD,BRAT 125,0.25
HERALD,LEGEND 400 CLASSIC,0.0
HERALD,MAVERICK,0.5
HERALD,SK 125-25A CAFE,0.0
HERALD,SK 125-25B SCRAMBLER,0.0
HERALD,SM 125-25B SCRAMBLER,0.0
HERALD,STREET CLASSIC,0.16666666666666666
HERALD,TRANSLANDER MIRAGE,0.3333333333333333
HERALD MOTOR COMPANY,CLASSIC,1.0
HERALD MOTOR COMPANY,SM 125-25B CAFE,1.0
HERALD MOTOR COMPANY,SM 125-25B CLASSIC,0.0
HERALD MOTOR COMPANY,VOGUE,0.0
HERALD MOTOR COMPANY,XF,0.2857142857142857
HINDUSTAN,UNCLASSIFIED,0.0
HMMWV M998,UNCLASSIFIED,0.0
HOBBY,UNCLASSIFIED,0.0
HOBBY OPTIMA T65HFL,UNCLASSIFIED,0.0
HOBBY OPTIMA T65HKM,UNCLASSIFIED,0.0
HOBBY OPTIMA T70HQ,UNCLASSIFIED,0.0
HOBBY OPTIMA T75 HGE,UNCLASSIFIED,0.0
HOBBY OPTIMA T75HGE,UNCLASSIFIED,1.0
HOBBY OPTIMA V65GQ,UNCLASSIFIED,0.0
HOBBY SIESTA A70 GM,UNCLASSIFIED,0.0
HOBBY T60H,UNCLASSIFIED,0.0
HOBBY V60GF,UNCLASSIFIED,1.0
HOBBY VANTANA K60FT,UNCLASSIFIED,0.0
HOLDEN,ASTRA,0.5
HOLDEN,CAPTIVA,0.5
HOLDEN,COMMODORE,0.0
HOLDEN,COMMODORE SV6,0.0
HOLDEN,HSV MALOO R8,0.0
HOLDEN,MALOO,0.5
HOLDEN,MALOO R8,0.0
HOLDEN,UNCLASSIFIED,0.0
HOLDEN,UTE,1.0
HOLDEN,UTE MALOO,0.0
HOLDEN,UTE SS,0.0
HOLLIER,SPORTS,0.0
HONDA,-,0.16666666666666666
HONDA,125,0.0
HONDA,1300,0.0
HONDA,250,0.0
HONDA,400R,0.0
HONDA,4WD,0.0
HONDA,650,0.0
HONDA,@ 125,0.5
HONDA,ACCORD,0.2589227774172615
HONDA,ACTY,0.0625
HONDA,ADV 750-H,0.0
HONDA,ADV 750-J,0.0
HONDA,ADV 750-K,0.0
HONDA,ADV 750-M,0.0
HONDA,ADV750,0.5
HONDA,AFRICA TWIN,0.0
HONDA,ANC,0.15873015873015872
HONDA,ANC 125 K,0.08695652173913043
HONDA,ANC125E,0.0
HONDA,ANF,0.13333333333333333
HONDA,ANF 125-3,0.0
HONDA,ANF 125-5,0.0
HONDA,ANF 125-A,0.0
HONDA,ANF 126 T-6,0.0
HONDA,AS 1-VTEC A,0.0
HONDA,BALI,0.0
HONDA,BALLADE,0.0
HONDA,BEAT,0.5
HONDA,BLACKBIRD,0.0
HONDA,BROS400,0.0
HONDA,C 125 A-K,0.08333333333333333
HONDA,C 125 A-N,0.0
HONDA,C 90 E,0.0
HONDA,C50,0.0
HONDA,C50 CUSTOM,0.0
HONDA,C90,0.0
HONDA,C90 CUB,0.0
HONDA,CA125,0.0
HONDA,CA250,0.0
HONDA,CB,0.055232558139534885
HONDA,CB 1000 R,0.0
HONDA,CB 1000 R-9,0.16666666666666666
HONDA,CB 1000 R-A,0.0
HONDA,CB 1000 R-B,0.0
HONDA,CB 1000 RA-9,0.2222222222222222
HONDA,CB 1000 RA-A,0.0
HONDA,CB 1000 RA-B,0.16666666666666666
HONDA,CB 1000 RA-C,0.0
HONDA,CB 1000 RA-K,0.05555555555555555
HONDA,CB 1000 RA-M,0.0
HONDA,CB 1000RA-9,0.0
HONDA,CB 1100 A-D,0.0
HONDA,CB 1300 A-5,0.0
HONDA,CB 1300 A-7,0.0
HONDA,CB 1300 SA-5,0.0
HONDA,CB 500,0.0
HONDA,CB 500 F,0.0
HONDA,CB 500 F-A,0.08333333333333333
HONDA,CB 500 FA-K,0.07407407407407407
HONDA,CB 500 FA-M,0.0
HONDA,CB 500 XA-D,0.2
HONDA,CB 500 XA-K,0.0
HONDA,CB 500 XA-M,0.09090909090909091
HONDA,CB 600,0.0
HONDA,CB 600 F-2,0.2
HONDA,CB 600 F-3,0.25
HONDA,CB 600 F-8,0.0
HONDA,CB 600 F-9,0.0
HONDA,CB 600 F2-02,0.0
HONDA,CB 600 FA,0.0
HONDA,CB 600 FA-8,0.0
HONDA,CB 600 FA-9,0.0
HONDA,CB 600 FA-A,0.0
HONDA,CB 600 FA-B,0.0
HONDA,CB 600 FA-D,0.3333333333333333
HONDA,CB 650 RA-K,0.03636363636363636
HONDA,CB 650 RA-M,0.058823529411764705
HONDA,CB 900 F-5,0.0
HONDA,CB 900 HORNET,0.0
HONDA,CB F1000,0.0
HONDA,CB1 400,0.0
HONDA,CB1000,0.16666666666666666
HONDA,CB1000 RA-J,0.0
HONDA,CB1000R,0.0
HONDA,CB1100RS,0.0
HONDA,CB1100SF-Y,0.25
HONDA,CB125F,0.0
HONDA,CB125R,0.0
HONDA,CB1300,0.0
HONDA,CB1300SA-5,0.0
HONDA,CB1300SA9,0.0
HONDA,CB250,0.0
HONDA,CB350,0.5
HONDA,CB400,0.0
HONDA,CB400 PROJECT BIG ONE,0.5
HONDA,CB400 SF-V,0.0
HONDA,CB400N,0.0
HONDA,CB400SS,0.0
HONDA,CB500,0.13333333333333333
HONDA,CB500F,0.0
HONDA,CB500T,0.0
HONDA,CB500X,0.25
HONDA,CB500XAH,0.0
HONDA,CB600,0.061224489795918366
HONDA,CB600 F2-Y,0.0
HONDA,CB600 FA,0.0
HONDA,CB600 FA-B,0.0
HONDA,CB600 HORNET,0.058823529411764705
HONDA,CB600F,0.0
HONDA,CB600F HORNET,0.0
HONDA,CB600FA9,0.0
HONDA,CB600FY,0.0
HONDA,CB650,0.0
HONDA,CB650 FAE,0.0
HONDA,CB650F,0.0
HONDA,CB650FA,0.3333333333333333
HONDA,CB750,0.13333333333333333
HONDA,CB900,0.05
HONDA,CB900F-2,0.0
HONDA,CB900F-2 HORNET,0.0
HONDA,CBF,0.0821917808219178
HONDA,CBF 1000,0.0
HONDA,CBF 1000 A-6,0.1111111111111111
HONDA,CBF 1000 A-7,0.0
HONDA,CBF 1000 A-9,0.0
HONDA,CBF 1000 A-A,0.14285714285714285
HONDA,CBF 1000 AT-8,0.0
HONDA,CBF 1000 AT-9,0.18181818181818182
HONDA,CBF 1000 FA-B,0.0
HONDA,CBF 1000 FA-C,0.0
HONDA,CBF 1000 T-A,0.2
HONDA,CBF 1000-6,0.0
HONDA,CBF 1000-7,0.0
HONDA,CBF 1000-8,0.0
HONDA,CBF 125,0.5
HONDA,CBF 125 M-9,0.18181818181818182
HONDA,CBF 125 M-A,0.05263157894736842
HONDA,CBF 125 M-B,0.21212121212121213
HONDA,CBF 125 M-D,0.1
HONDA,CBF 125 M-M,0.0
HONDA,CBF 125 NA-M,0.0
HONDA,CBF 300 NA-K,0.0
HONDA,CBF 500 A-6,0.0
HONDA,CBF 600,0.3333333333333333
HONDA,CBF 600 N-8,0.14285714285714285
HONDA,CBF 600 SA A,0.0
HONDA,CBF 600 SA-4,0.0
HONDA,CBF 600 SA-8,0.0
HONDA,CBF1000,0.058823529411764705
HONDA,CBF1000AA-10,0.0
HONDA,CBF1000FA,0.0
HONDA,CBF1000FAC,0.0
HONDA,CBF125,0.16666666666666666
HONDA,CBF125  M-A,0.0
HONDA,CBF125 M B,0.0
HONDA,CBF125 M-9,0.0
HONDA,CBF125 M-B,0.0
HONDA,CBF125MB,1.0
HONDA,CBF125NAJ,0.0
HONDA,CBF500,0.16129032258064516
HONDA,CBF500-4,0.0
HONDA,CBF600,0.125
HONDA,CBF600 F2 Y,0.0
HONDA,CBR,0.11405835543766578
HONDA,CBR 1000 RA-9,0.0
HONDA,CBR 1000 RA-A,0.0
HONDA,CBR 1000 RA-B,0.0
HONDA,CBR 1000 RA-C,0.0
HONDA,CBR 1000 RA-K,0.0
HONDA,CBR 1000 RR,0.0
HONDA,CBR 1000 RR-4,0.13333333333333333
HONDA,CBR 1000 RR-5,1.0
HONDA,CBR 1000 RR-6,0.0
HONDA,CBR 1000 RR-7,0.0
HONDA,CBR 1000 RR-8,0.05
HONDA,CBR 1000 RR-9,0.0
HONDA,CBR 1000 RR-A,0.1
HONDA,CBR 1000 RR-B,0.0
HONDA,CBR 1000 RR-C,0.0
HONDA,CBR 1000 RR-D,0.0
HONDA,CBR 1000 S1-K,0.0
HONDA,CBR 1000 SP-L,0.0
HONDA,CBR 1100 X-3,0.0
HONDA,CBR 1100 X-4,0.0
HONDA,CBR 1100 X-5,0.0
HONDA,CBR 1100 X-6,0.0
HONDA,CBR 1100 XX,0.2222222222222222
HONDA,CBR 125,0.0
HONDA,CBR 125 R,0.0
HONDA,CBR 125 R-4,0.0
HONDA,CBR 125 R-5,0.0
HONDA,CBR 125 R-C,0.16
HONDA,CBR 125 R-D,0.3333333333333333
HONDA,CBR 125 R-F,0.5
HONDA,CBR 125 RS-6,0.0
HONDA,CBR 125 RW-6,0.4
HONDA,CBR 125 RW-9,0.2
HONDA,CBR 125 RW-B,0.25
HONDA,CBR 250 R-B,0.0
HONDA,CBR 250 RA-B,0.25
HONDA,CBR 250 RA-D,0.0
HONDA,CBR 250R,0.0
HONDA,CBR 300 RA-G,0.0
HONDA,CBR 400RR,0.0
HONDA,CBR 500 RA-K,0.13043478260869565
HONDA,CBR 500 RA-M,0.0
HONDA,CBR 600,0.0
HONDA,CBR 600 F,0.125
HONDA,CBR 600 F-B,0.0
HONDA,CBR 600 F6,0.0
HONDA,CBR 600 FA-B,0.15384615384615385
HONDA,CBR 600 FA-C,0.0
HONDA,CBR 600 RA-9,0.0
HONDA,CBR 600 RA-A,0.0
HONDA,CBR 600 RA-B,0.0
HONDA,CBR 600 RA-C,0.0
HONDA,CBR 600 RA-D,0.0
HONDA,CBR 600 RR-3,0.0
HONDA,CBR 600 RR-5,0.5
HONDA,CBR 600 RR-7,0.0
HONDA,CBR 600 RR-8,0.0
HONDA,CBR 600 RR-9,0.0
HONDA,CBR 600 RR-A,0.0
HONDA,CBR 600 RR-B,0.0
HONDA,CBR 600 RR-C,0.0
HONDA,CBR 600 RR-D,0.0
HONDA,CBR 900 RR,0.0
HONDA,CBR FIREBLADE,0.0
HONDA,CBR1000,0.25
HONDA,CBR1000 RR-4,0.0
HONDA,CBR1000F,0.0
HONDA,CBR1000R7,0.0
HONDA,CBR1000RR,0.09523809523809523
HONDA,CBR1100,0.0
HONDA,CBR1100X-2,0.0
HONDA,CBR1100XX,0.1111111111111111
HONDA,CBR125,0.5
HONDA,CBR125R,0.0
HONDA,CBR250 R-B,0.0
HONDA,CBR400,0.0
HONDA,CBR500RAG,0.0
HONDA,CBR600,0.2
HONDA,CBR600 FA-B,0.5
HONDA,CBR600F,0.11290322580645161
HONDA,CBR600F-2,0.0
HONDA,CBR600F-L,0.0
HONDA,CBR600FAG,0.0
HONDA,CBR600FS,0.0
HONDA,CBR600RR,0.1566265060240964
HONDA,CBR600RR A-B,0.0
HONDA,CBR600RRA,0.0
HONDA,CBR650F,0.0
HONDA,CBR650FA,0.0
HONDA,CBR900RR,0.015625
HONDA,CBR900RRR,0.0
HONDA,CBX,0.0
HONDA,CBX 750 FE,0.0
HONDA,CBX1000,0.0
HONDA,CBX1300,0.0
HONDA,CBX250,0.0
HONDA,CBX750,0.0
HONDA,CC110,0.0
HONDA,CD,0.0
HONDA,CD200TB,0.0
HONDA,CD250U,0.0
HONDA,CG 125-4,0.0
HONDA,CG125,0.1111111111111111
HONDA,CG125BR-K,0.0
HONDA,CH250,0.0
HONDA,CITY EXPRESS,0.0
HONDA,CIVIC,0.22063224123379113
HONDA,CIVIC AERODECK,0.3793103448275862
HONDA,CIVIC CRX,0.25
HONDA,CIVIC EX SPORT LINE VTEC,0.037037037037037035
HONDA,CIVIC EX SPORT LINE VTEC CVT,0.05128205128205128
HONDA,CIVIC EX VTEC,0.0
HONDA,CIVIC EX VTEC CVT,0.0
HONDA,CIVIC HYBRID,0.0
HONDA,CIVIC SHUTTLE,0.25
HONDA,CIVIC SPORT VTEC,0.0
HONDA,CIVIC SPORT VTEC CVT,0.08695652173913043
HONDA,CIVIC SR VTEC,0.1
HONDA,CIVIC SR VTEC CVT,0.02631578947368421
HONDA,CIVIC TYPE R GT,0.18181818181818182
HONDA,CIVIC TYPE R SPORT LINE,0.13333333333333333
HONDA,CIVIC TYPE-S,0.5
HONDA,CLR 125,0.3333333333333333
HONDA,CM125,0.0
HONDA,CM125C,0.25
HONDA,CMX 1100 A-M,0.0
HONDA,CMX 1100 D-M,0.0
HONDA,CMX 500 A-K,0.0
HONDA,CMX 500 A-L,0.0
HONDA,CMX 500 A-X,0.03389830508474576
HONDA,CMX 500 A2-L,0.0
HONDA,CMX250,0.2
HONDA,CMX250 REBEL,0.0
HONDA,CMX500,0.0
HONDA,CN250,0.0
HONDA,CONCERTO,0.3333333333333333
HONDA,CR-V,0.20478507704785076
HONDA,CR-V SPORT LINE I-MMD CVT,0.023255813953488372
HONDA,CR-Z,0.1619047619047619
HONDA,CRF,0.04081632653061224
HONDA,CRF 1100 A-L,0.0
HONDA,CRF 1100 A2-L,0.0
HONDA,CRF 1100 A4-L,0.0
HONDA,CRF 1100 D-L,0.0
HONDA,CRF 1100 D-N,0.0
HONDA,CRF 1100 D2-L,0.0
HONDA,CRF 1100 D4-L,0.0
HONDA,CRF 230,0.5
HONDA,CRF 250 L,0.0
HONDA,CRF 250 L-D,0.07407407407407407
HONDA,CRF 250 LA-K,0.10810810810810811
HONDA,CRF 250 RLA-K,0.0
HONDA,CRF 250 X-5,0.0
HONDA,CRF 300 LA-M,0.0
HONDA,CRF 300 LRA-M,0.0
HONDA,CRF 450,0.0
HONDA,CRF 450 RX-M,0.0
HONDA,CRF1000,0.0
HONDA,CRF1000A,0.0
HONDA,CRF1000L AFRICA TWIN,0.0
HONDA,CRF250 RX-L,0.0
HONDA,CRF250 X,0.0
HONDA,CRF250L,0.0
HONDA,CRF250L-DE,0.0
HONDA,CRF250LF,0.0
HONDA,CRF250X,0.0
HONDA,CRF450,0.2
HONDA,CRF450 X,0.2
HONDA,CRM,0.0
HONDA,CRM 250,0.25
HONDA,CRM 250 AR,0.0
HONDA,CRM250,0.3333333333333333
HONDA,CROSS CUB 110,0.0
HONDA,CROSSROAD,0.0
HONDA,CRUISER,0.0
HONDA,CRX,0.25
HONDA,CT110,0.0
HONDA,CT125,0.0
HONDA,CT125C,0.0
HONDA,CTX,0.0
HONDA,CX650,0.0
HONDA,DAA-GP1,0.0
HONDA,DAX,0.0
HONDA,DEAUVILLE,0.0
HONDA,DN-01,0.0
HONDA,DN01,0.0
HONDA,DUNK,0.0
HONDA,E,0.0
HONDA,EDIX,0.0
HONDA,ELEMENT,0.0
HONDA,ELYSION,0.25287356321839083
HONDA,ESTATE,0.0
HONDA,FES 125 A-C,0.14285714285714285
HONDA,FES 125-7,0.2
HONDA,FES 125-9,0.16666666666666666
HONDA,FES 125-A,0.0
HONDA,FES 125-A-B,0.0
HONDA,FES 125-B,0.25
HONDA,FES125,0.2
HONDA,FIRE BLADE,0.0
HONDA,FIREBLADE,0.0
HONDA,FIT,0.08896797153024912
HONDA,FIT SHUTTLE,0.0
HONDA,FJS,0.0
HONDA,FJS 600 A-5,0.0
HONDA,FJS 600 A-7,0.06666666666666667
HONDA,FJS600,0.0
HONDA,FJS600A7,0.0
HONDA,FMX 650-5,0.0
HONDA,FMX 650-6,0.0
HONDA,FMX650,0.0
HONDA,FOUR K,0.0
HONDA,FR-V,0.29427430093209056
HONDA,FREED,0.05128205128205128
HONDA,FTR,0.0
HONDA,FX 650,0.0
HONDA,FX650,0.3333333333333333
HONDA,GIORNO,0.5
HONDA,GL,0.1
HONDA,GL 1800,0.0
HONDA,GL 1800 A-2,0.0
HONDA,GL 1800 A-3,0.0
HONDA,GL 1800 A-5,0.0
HONDA,GL 1800 A-6,0.0
HONDA,GL 1800 A-7,0.0
HONDA,GL 1800 A-8,0.0
HONDA,GL 1800 A-9,0.25
HONDA,GL 1800 B-D,0.0
HONDA,GL 1800 B-K,0.0
HONDA,GL 1800 B-M,0.0
HONDA,GL 1800 DA-K,0.0
HONDA,GL 1800 DA-M,0.0
HONDA,GL 1800SE,0.0
HONDA,GL1200,0.0
HONDA,GL1200DG,0.0
HONDA,GL1500,0.14814814814814814
HONDA,GL1500CF VALKYRIE,0.0
HONDA,GL1500SE-M,0.0
HONDA,GL1800,0.0
HONDA,GL1800 DA-J,0.0
HONDA,GL1800 TRIKE,0.0
HONDA,GL1800A,0.0
HONDA,GL1800SE,0.0
HONDA,GLR,0.1282051282051282
HONDA,GLR 125 1WH-F,0.0
HONDA,GLR 125 1WH-H,0.0
HONDA,GOLD WING TRIKE,0.0
HONDA,GOLDWING,0.0
HONDA,GYRO-UP,0.0
HONDA,H100,0.25
HONDA,HONDA,0.0
HONDA,HORNET,0.0
HONDA,HR-V,0.08672184238934869
HONDA,INSIGHT,0.13608562691131498
HONDA,INSPIRE,0.0
HONDA,INTEGRA,0.1111111111111111
HONDA,JAZZ,0.19043959422071935
HONDA,JAZZ CROSSTAR EX I-MMD CVT,0.01680672268907563
HONDA,JAZZ EX I-MMD CVT,0.046511627906976744
HONDA,JAZZ SR I-MMD CVT,0.05263157894736842
HONDA,LEAD,0.0
HONDA,LEAD 110,0.0
HONDA,LEAD110,0.0
HONDA,LEGEND,0.24074074074074073
HONDA,LIFE,0.0
HONDA,LOGO,0.23684210526315788
HONDA,MB-5,0.0
HONDA,MOBILIO,0.0
HONDA,MOBILIO SPIKE,0.3333333333333333
HONDA,MPV,0.0
HONDA,MSX,0.14814814814814814
HONDA,MSX 125 A-H,0.0
HONDA,MSX 125 A-M,0.0
HONDA,MSX 125-D,0.14285714285714285
HONDA,MSX125,0.0
HONDA,MTX,0.0
HONDA,MTX125,0.0
HONDA,N-ONE SELECT 2WD,0.0
HONDA,NB,0.0
HONDA,NBOX,0.0
HONDA,NC,0.09375
HONDA,NC 30,0.0
HONDA,NC 700 D-C,0.0
HONDA,NC 700 SA-D,0.0
HONDA,NC 700 SD-C,0.0
HONDA,NC 700 XA-C,0.15789473684210525
HONDA,NC 700 XD-C,0.09090909090909091
HONDA,NC 750,0.0
HONDA,NC 750 XA-E,0.25
HONDA,NC 750 XA-L,0.125
HONDA,NC 750 XD-E,0.0
HONDA,NC 750 XD-K,0.0
HONDA,NC 750 XD-L,0.0
HONDA,NC 750 XD-M,0.0
HONDA,NC700S,0.0
HONDA,NC700X,0.0
HONDA,NC700XAD,0.0
HONDA,NC750,0.0
HONDA,NC750X,0.0
HONDA,NC750XAG,0.0
HONDA,NC750XDH,0.0
HONDA,NCX,0.0
HONDA,NES 125-Y,0.0
HONDA,NES125-2,0.0
HONDA,NES125-Y,0.0
HONDA,NH80,0.0
HONDA,NHX,0.25
HONDA,NHX 110,0.5
HONDA,NHX 110 WH-8,0.5
HONDA,NHX 110 WH-A,0.0
HONDA,NHX110,0.0
HONDA,NIGHTHAWK,0.0
HONDA,NOT ALLOCATED,0.0
HONDA,NPS,0.0
HONDA,NPS 50-5,0.0
HONDA,NPS 50-6,0.0
HONDA,NRX,0.0
HONDA,NS,0.0
HONDA,NS400R,0.0
HONDA,NSA,0.0
HONDA,NSA700,0.0
HONDA,NSC,0.125
HONDA,NSC 110 E-E,0.0
HONDA,NSC 110 MPD-K,0.1111111111111111
HONDA,NSC 110 MPDH,0.5
HONDA,NSC 110 P,0.0
HONDA,NSC 110 VISION,0.0
HONDA,NSC 110 WH-B,0.0975609756097561
HONDA,NSC 110-M,0.17647058823529413
HONDA,NSC 50 2WH-D,0.18181818181818182
HONDA,NSC 50 WH-C,0.02702702702702703
HONDA,NSC50,0.0
HONDA,NSC50 E-E,0.0
HONDA,NSC50E,0.0
HONDA,NSR,0.0
HONDA,NSR125,0.2
HONDA,NSS,0.1
HONDA,NSS 125 AD-M,0.0
HONDA,NSS 125 AD-N,0.0
HONDA,NSS 125 AD-P,0.0
HONDA,NSS 350 A-M,0.0
HONDA,NSS 750 M,0.0
HONDA,NSX,0.05263157894736842
HONDA,NT,0.0
HONDA,NT 650 V-4,0.0
HONDA,NT 700 V-7,0.0
HONDA,NT 700 VA,0.16666666666666666
HONDA,NT 700 VA-8,0.0
HONDA,NT 700 VA-A,0.0
HONDA,NT650V,0.10416666666666667
HONDA,NT650V DEAUVILLE,0.1
HONDA,NT650V-2,0.2857142857142857
HONDA,NT700,0.0
HONDA,NT700 V-6,0.0
HONDA,NT700 V-8,0.0
HONDA,NT700 VA-B,0.0
HONDA,NT700V,0.2
HONDA,NTV,0.0
HONDA,NTV600,0.1111111111111111
HONDA,NTV650,0.15789473684210525
HONDA,NV 50 MSD,0.0
HONDA,NV400 STEED,0.0
HONDA,NX 650,0.0
HONDA,NX650,0.09090909090909091
HONDA,ODYSSEY,0.14583333333333334
HONDA,P/C/X,0.0
HONDA,PC800,0.0
HONDA,PCX,0.25
HONDA,PCX 125,0.25
HONDA,PCX-125,0.0
HONDA,PCX/,0.0
HONDA,PCX125,0.0
HONDA,PES,0.1111111111111111
HONDA,PES 125 - 9,0.0
HONDA,PES 125 A,0.18181818181818182
HONDA,PES 125 R-8,0.0
HONDA,PES 125-7,0.0
HONDA,PES 125-8,0.125
HONDA,PES 125-9,0.1
HONDA,PES125,0.0
HONDA,PILOT,0.0
HONDA,PRELUDE,0.2903225806451613
HONDA,PS,0.0
HONDA,PS 125I,0.0
HONDA,PS250,0.0
HONDA,PXR50,0.0
HONDA,QUAD,0.0
HONDA,REBEL,0.0
HONDA,REBEL 125,0.5
HONDA,RUCKUS,0.0
HONDA,RVF,0.0
HONDA,RVF 400,0.0
HONDA,S,0.0
HONDA,S-MX,0.0
HONDA,S-WING,0.0
HONDA,S-WING 125,0.0
HONDA,S/H300,0.0
HONDA,S2000,0.1506849315068493
HONDA,SCV 100 F-5,0.0
HONDA,SCV100,0.2631578947368421
HONDA,SES 125-2,0.0
HONDA,SES 125-3,0.0
HONDA,SES 125-4,0.5
HONDA,SES125,0.13333333333333333
HONDA,SH,0.11462450592885376
HONDA,SH 125 A,0.3333333333333333
HONDA,SH 125 AD-D,0.0
HONDA,SH 125 AD-G,0.0
HONDA,SH 125 AD-K,0.047619047619047616
HONDA,SH 125 AD-L,0.14285714285714285
HONDA,SH 125 AD-N,0.0
HONDA,SH 125 AD2-P,0.0
HONDA,SH 125 B,0.2222222222222222
HONDA,SH 125 C,0.15384615384615385
HONDA,SH 125 D-9,0.0
HONDA,SH 125 D-D,0.125
HONDA,SH 125 MODE,0.3333333333333333
HONDA,SH 125-4,0.0
HONDA,SH 125-6,0.0
HONDA,SH 125-7,0.5
HONDA,SH 125-8,0.0
HONDA,SH 300,0.0
HONDA,SH 300 A-7,0.0
HONDA,SH 300 A-8,0.25
HONDA,SH 300 A-9,0.0
HONDA,SH 300 A-A,0.0
HONDA,SH 300 A-B,0.0
HONDA,SH 300 A-C,0.0
HONDA,SH 300 A-D,0.0
