make,model,make_model_risk
FORD,TRANSIT 350 TREND ECOBLUE AUTO,0.09090909090909091
FORD,TRANSIT 350 TREND ECOBLUE MHEV,0.0
FORD,TRANSIT 410 LIMITED ECOBLUE,0.0
FORD,TRANSIT 410 TREND ECOBLUE,0.0
FORD,TRANSIT 460 LEADER ECOBLUE,0.08571428571428572
FORD,TRANSIT 460 LEADER ECOBLUE A,0.0
FORD,TRANSIT 460 LIMITED ECOBLUE A,0.0
FORD,TRANSIT 460 TREND ECOBLUE,0.07692307692307693
FORD,TRANSIT CONNECT,0.23803105772048053
FORD,TRANSIT CONNECT 200 ACT EBLU A,0.0
FORD,TRANSIT CONNECT 200 SPT EBLU A,0.0
FORD,TRANSIT CONNECT AMBIENTE TDCI,0.0
FORD,TRANSIT CONNECT L200 LX TDDI,0.3333333333333333
FORD,TRANSIT CONNECT TREND,0.0
FORD,TRANSIT COURIER,0.1727319323423885
FORD,TRANSIT CUST 340TREND PHEV CVT,0.14285714285714285
FORD,TRANSIT CUSTOM,0.13291762389235312
FORD,TRANSIT CUSTOM 280 TREND EBLUE,0.12418300653594772
FORD,TRANSIT CUSTOM 280LEADER EBLUE,0.19402985074626866
FORD,TRANSIT CUSTOM 280LIMITD EBLUE,0.1375338753387534
FORD,TRANSIT CUSTOM 280LMTD EBLUE A,0.23076923076923078
FORD,TRANSIT CUSTOM 280TRND EBLUE A,0.0
FORD,TRANSIT CUSTOM 290 SPORT EBLUE,0.15625
FORD,TRANSIT CUSTOM 300 LEADER MHEV,0.0
FORD,TRANSIT CUSTOM 300 TRAIL EBLUE,0.14634146341463414
FORD,TRANSIT CUSTOM 300 TREND EBLUE,0.1551155115511551
FORD,TRANSIT CUSTOM 300ACTIVE EBLUE,0.0
FORD,TRANSIT CUSTOM 300ACTVE EBLU A,0.0
FORD,TRANSIT CUSTOM 300LEADER EBLUE,0.1686182669789227
FORD,TRANSIT CUSTOM 300LIMITD EBLUE,0.14039955604883464
FORD,TRANSIT CUSTOM 300LMTD EBLUE A,0.08571428571428572
FORD,TRANSIT CUSTOM 300TRND EBLUE A,0.09090909090909091
FORD,TRANSIT CUSTOM 320 NUGGET EBLU,0.2
FORD,TRANSIT CUSTOM 320 SPORT EBLUE,0.07954545454545454
FORD,TRANSIT CUSTOM 320 TDCI,0.0
FORD,TRANSIT CUSTOM 320 TREND EBLUE,0.2631578947368421
FORD,TRANSIT CUSTOM 320 TREND MHEV,0.0
FORD,TRANSIT CUSTOM 320ACTIVE EBLUE,0.0
FORD,TRANSIT CUSTOM 320ACTVE EBLU A,0.125
FORD,TRANSIT CUSTOM 320LEADER EBLUE,0.16140350877192983
FORD,TRANSIT CUSTOM 320LIMITD EBLUE,0.17297297297297298
FORD,TRANSIT CUSTOM 320LIMITED MHEV,0.0
FORD,TRANSIT CUSTOM 320LMTD EBLUE A,0.10067114093959731
FORD,TRANSIT CUSTOM 320NUGET EBLU A,0.0
FORD,TRANSIT CUSTOM 320SPRT EBLUE A,0.03636363636363636
FORD,TRANSIT CUSTOM 320TRND EBLUE A,0.1111111111111111
FORD,TRANSIT CUSTOM 340 TRAIL EBLUE,0.16666666666666666
FORD,TRANSIT CUSTOM 340 TREND EBLUE,0.14516129032258066
FORD,TRANSIT CUSTOM 340LDR PHEV CVT,0.14285714285714285
FORD,TRANSIT CUSTOM 340LEADER EBLUE,0.22727272727272727
FORD,TRANSIT CUSTOM 340LIMITD EBLUE,0.06666666666666667
FORD,TRANSIT CUSTOM 340LIMITED MHEV,0.25
FORD,TRANSIT CUSTOM 340LMTD EBLUE A,0.0
FORD,TRANSIT CUSTOM 340LTD PHEV CVT,0.041666666666666664
FORD,TRANSIT CUSTOM 340TRND EBLUE A,0.10344827586206896
FORD,TRANSIT CUSTOM BASE,1.0
FORD,TRANSIT D/CAB MWB,1.0
FORD,TRANSIT DROP SIDE,0.0
FORD,TRANSIT DROPSIDE PICK UP,0.0
FORD,TRANSIT LUTON,0.0
FORD,TRANSIT MOTORHOME,0.0
FORD,TRANSIT PICK UP,0.5
FORD,TRANSIT TIPPER,0.5
FORD,TRANSIT XLWB DROPSIDE,0.5
FORD,TRANSSIT,0.0
FORD,TRASIT,0.0
FORD,TRIGANO TRIBUTE T615,0.0
FORD,TURENO,0.0
FORD,UNCLASSIFIED,0.2215909090909091
FORD,USA CAMPER,0.0
FORD,VAN,1.0
FORD,WELLHOUSE,0.0
FORD,ZEPHYR,0.0
FORD C-MAX TITANIUM X TDCI,UNCLASSIFIED,1.0
FORD CHAUSSON,UNCLASSIFIED,0.0
FORD F150 RAPTOR,UNCLASSIFIED,0.0
FORD FIESTA EDGE TDCI 70,UNCLASSIFIED,0.0
FORD FIESTA FINESSE 1.3L,3 DOOR MANUAL HATCHBACK,0.0
FORD FIESTA TITANIUM,UNCLASSIFIED,0.0
FORD FIESTA ZETEC,UNCLASSIFIED,1.0
FORD FIESTA ZETEC TDCI 1.4L,5 DOOR MANUAL HATCHBACK,0.0
FORD FOCUS  LX 1.6L,5 DOOR AUTO HATCHBACK,0.0
FORD FOCUS ZETEC DURATEC 1.6L,5 DOOR AUTO HATCHBACK,0.5
FORD FOCUS ZETEC S TDCI,UNCLASSIFIED,0.0
FORD KA EDGE,UNCLASSIFIED,0.0
FORD KA STUDIO,UNCLASSIFIED,0.5
FORD KA TITANIUM 1.2L,3 DOOR MANUAL HATCHBACK,0.0
FORD MONDEO ZETEC ECO EDN  TDCI 1.6L,5 DOOR MANUAL HATCHBACK,0.0
FORD TRANSIT,MOTOR CARAVAN,0.0
FORD TRANSIT 115T280 TDCI 2.2L,4 DOOR MANUAL SWB PANEL VAN,0.0
FORD TRANSIT 310 ECONETIC,UNCLASSIFIED,0.0
FOREST RIVER,MOTOR HOME,1.0
FOURWINDS,HURRICANE,0.0
FQHL,UNCLASSIFIED,0.0
FQHL E220 SE,UNCLASSIFIED,0.0
FREIGHT ROVER,255,0.0
FREIGHT ROVER,SHERPA 200,0.0
FREIGHT ROVER,SHERPA 230 LEISURE,0.0
FREIGHTLINER,JOURNEY,0.0
FSO,POLONEZ,0.0
G M HOLDEN,CAPTIVA,0.5
GARDENER,DOUGLAS,0.0
GARDNER DOUGLAS,COBRA,0.0
GARDNER DOUGLAS 427,UNCLASSIFIED,0.0
GARDNER/DOUGLAS,COBRA,0.0
GARIA A/S,UNCLASSIFIED,0.2
GARIA U21,UNCLASSIFIED,0.0
GARIA U22,UNCLASSIFIED,0.0
GAS GAS,EC,0.0
GAS GAS,EC 250 21,0.0
GAS GAS,EC 300,0.0
GAS GAS,EC 300 21,0.0
GAS GAS,EC 350 F 21,0.2
GAS GAS,EC200,0.0
GAS GAS,TXT,0.0
GATSBY CABRIOLET,UNCLASSIFIED,0.0
GAZ,VOLGA,0.5
GD 427,UNCLASSIFIED,0.0
GECKO,MOKE,0.0
GEMINI,UNCLASSIFIED,0.0
GEN MOTO XGJ125-28,UNCLASSIFIED,0.0
GEN MOTO XRZ,UNCLASSIFIED,0.0
GENATA,UNCLASSIFIED,0.0
GENERAL MOTORS,BLAZER,1.0
GENERAL MOTORS,CADILLAC,0.28
GENERAL MOTORS,CAMARO,0.0
GENERAL MOTORS,CHEVROLET,0.1
GENERAL MOTORS,ESCALADE,0.0
GENERAL MOTORS,HUMMER H2,0.0
GENERAL MOTORS,HUMMER H3,0.0
GENERAL MOTORS,SAFARI,0.0
GENERAL MOTORS,SIERRA,0.0
GENERAL MOTORS,SONOMA,0.0
GENERAL MOTORS,STARCRAFT,0.0
GENERAL MOTORS,SUBURBAN,0.0
GENERAL MOTORS,UNCLASSIFIED,0.21428571428571427
GENERAL MOTORS,YOKON,0.0
GENERIC,CODE,0.18181818181818182
GENERIC,CRACKER,0.0
GENERIC,IDEO,0.0
GENERIC,SIRION,0.3333333333333333
GENERIC,TRIGGER,0.0
GENERIC,WORX 125,0.0
GENESIS,G90,0.5
GENESIS,GV80 LUXURY LINE D AWD AUTO,0.0
GENESIS,GV80 LUXURY PLUS T AWD AUTO,0.0
GEORGIE BOY,UNCLASSIFIED,0.0
GILERA,DNA,0.0
GILERA,DNA 125,0.0
GILERA,DNA 50,0.0
GILERA,FUOCO,0.0
GILERA,FUOCO 500,0.3333333333333333
GILERA,FUOCO MP3,0.5
GILERA,ICE,0.0
GILERA,NEXUS,1.0
GILERA,NEXUS 300,0.0
GILERA,NEXUS 500,0.0
GILERA,RCR,0.5
GILERA,RUNNER,0.14705882352941177
GILERA,RUNNER 125,0.0
GILERA,SC 125,0.0
GILERA,SMT,0.0
GM,HUMMER,0.0
GM COACHWORK BLAZE,UNCLASSIFIED,0.0
GM COACHWORK LTD,UNCLASSIFIED,0.0
GMC,1500,0.0
GMC,CAMPER,0.0
GMC,DANALI,0.0
GMC,DAY VAN,0.0
GMC,FORBES SIERRA,0.5
GMC,MOTORHOME,0.0
GMC,PICK UP,0.0
GMC,SAFARI,0.0
GMC,SIERRA,0.0
GMC,TERRAIN,0.0
GMC,TERRIN,0.0
GMC,TYPHOON,0.0
GMC,VANDURA,0.0
GMC,YUKON,0.0
GMC,YUKON XL,0.0
GMC SIERRA,UNCLASSIFIED,0.0
GMC TERRAIN,UNCLASSIFIED,0.5
GO-KART,DF 500 GK (QUAD BIKE),0.0
GOLF S 1.4 TSI 125PS,UNCLASSIFIED,0.0
GOUPIL,G3,0.0
GOUPIL,UNCLASSIFIED,0.0
GOWRINGS MOBILITY,BERLINGO,0.5
GREAT WALL,STEED,0.3333333333333333
GREAT WALL,STEED S TD 4X4,0.0
GREAT WALL,STEED SE TD 4X4,0.25
GREAT WALL,STEED TRACKER TD 4X4,0.0
GRINNALL,R3T (TRICYCLE),0.0
GROUPIL G5E,UNCLASSIFIED,0.5
GRUMMAN ALLIED,VAN,0.0
GTMROSSA,UNCLASSIFIED,0.0
HAILI,UNCLASSIFIED,0.0
HANWAY,HC 125 CAFE RACER E3,0.0
HANWAY,HS 125 SCRAMBLER E3,0.5
HANWAY,HS 125 SCRAMBLER E4,0.3333333333333333
HANWAY,RAW 125 E4,0.5
HAOTIAN,VIXEN,0.0
HARLEY DAVIDSON,-,0.25
HARLEY DAVIDSON,1200,0.0
HARLEY DAVIDSON,1340,0.0
HARLEY DAVIDSON,883,0.0
HARLEY DAVIDSON,EGLIDE,0.1
HARLEY DAVIDSON,FAT BOB,0.0
HARLEY DAVIDSON,FAT BOY,0.0
HARLEY DAVIDSON,FATBOY,0.0
HARLEY DAVIDSON,FLD,0.2
HARLEY DAVIDSON,FLHR,0.18181818181818182
HARLEY DAVIDSON,FLHR ROAD KING 1745 17,0.3333333333333333
HARLEY DAVIDSON,FLHRC,0.0
HARLEY DAVIDSON,FLHRCI,0.0
HARLEY DAVIDSON,FLHRI,0.0
HARLEY DAVIDSON,FLHRS,0.0
HARLEY DAVIDSON,FLHRXS ROAD KING SP 1745 17,0.0
HARLEY DAVIDSON,FLHT,0.0
HARLEY DAVIDSON,FLHTC,0.0
HARLEY DAVIDSON,FLHTC-U,0.0
HARLEY DAVIDSON,FLHTCUI,0.0
HARLEY DAVIDSON,FLHTK,0.0
HARLEY DAVIDSON,FLHTK ULTRA LIMITED 1745 17,0.0
HARLEY DAVIDSON,FLHTKL,0.0
HARLEY DAVIDSON,FLHTKL ULTRA LTD LOW 1745 17,0.0
HARLEY DAVIDSON,FLHTKSE,0.0
HARLEY DAVIDSON,FLHTKSE CVO ULTRA LTD 1868 17,0.0
HARLEY DAVIDSON,FLHTP,0.0
HARLEY DAVIDSON,FLHTPI,0.0
HARLEY DAVIDSON,FLHX,0.0
HARLEY DAVIDSON,FLHXS,0.0
HARLEY DAVIDSON,FLHXS STREET GLIDE SP 1745 17,0.0
HARLEY DAVIDSON,FLRT FREEWHEELER 1746 17,0.0
HARLEY DAVIDSON,FLS,0.0
HARLEY DAVIDSON,FLS SOFTAIL SLIM 1690 17,0.0
HARLEY DAVIDSON,FLSTC,0.05
HARLEY DAVIDSON,FLSTC HERITAGE STC 1690 17,0.0
HARLEY DAVIDSON,FLSTF,0.08333333333333333
HARLEY DAVIDSON,FLSTF FAT BOY,0.0
HARLEY DAVIDSON,FLSTFB,0.0
HARLEY DAVIDSON,FLSTFB FATBOY LOSP 1690 17,0.0
HARLEY DAVIDSON,FLSTFI,0.0
HARLEY DAVIDSON,FLSTN,0.0
HARLEY DAVIDSON,FLSTN ST DELUXE 1690 17,0.0
HARLEY DAVIDSON,FLSTSE,0.5
HARLEY DAVIDSON,FLSTSI,0.0
HARLEY DAVIDSON,FLTRU ROAD GLIDE ULTRA 1745 17,0.0
HARLEY DAVIDSON,FLTRUSE,0.0
HARLEY DAVIDSON,FLTRXS,0.0
HARLEY DAVIDSON,FXCW ROCKER,0.0
HARLEY DAVIDSON,FXCWC,0.0
HARLEY DAVIDSON,FXD,0.0
HARLEY DAVIDSON,FXDB,0.07692307692307693
HARLEY DAVIDSON,FXDB 103 STREET BOB 1690 17,0.0
HARLEY DAVIDSON,FXDBC,0.0
HARLEY DAVIDSON,FXDBI,0.0
HARLEY DAVIDSON,FXDC,0.125
HARLEY DAVIDSON,FXDL,0.0
HARLEY DAVIDSON,FXDL 103 DYNA LOWRIDER 1690 17,0.0
HARLEY DAVIDSON,FXDLI,0.0
HARLEY DAVIDSON,FXDWG,0.2222222222222222
HARLEY DAVIDSON,FXDWGI,0.0
HARLEY DAVIDSON,FXDX,0.16666666666666666
HARLEY DAVIDSON,FXDXI,0.0
HARLEY DAVIDSON,FXR,0.0
HARLEY DAVIDSON,FXSB,0.0
HARLEY DAVIDSON,FXST,0.0
HARLEY DAVIDSON,FXSTB,0.5
HARLEY DAVIDSON,FXSTBI,0.5
HARLEY DAVIDSON,FXSTC,0.0
HARLEY DAVIDSON,FXSTDI,0.0
HARLEY DAVIDSON,FXSTI,0.0
HARLEY DAVIDSON,FXSTS,0.0
HARLEY DAVIDSON,FXWG,0.0
HARLEY DAVIDSON,IRON,0.25
HARLEY DAVIDSON,MT350,0.0
HARLEY DAVIDSON,PRO STREET BREAKOUT,0.0
HARLEY DAVIDSON,PRO STREET BREAKOUT 1801 17,0.0
HARLEY DAVIDSON,SOFTAIL,0.0
HARLEY DAVIDSON,SPORTSTER,0.2
HARLEY DAVIDSON,SPORTSTER XL1200L,0.0
HARLEY DAVIDSON,STREET,0.15384615384615385
HARLEY DAVIDSON,STREET XG 750 17,0.14285714285714285
HARLEY DAVIDSON,SUPER GLIDE,0.0
HARLEY DAVIDSON,SUPERLOW,0.0
HARLEY DAVIDSON,UNCLASSIFIED,0.0625
HARLEY DAVIDSON,VRSCA,0.18181818181818182
HARLEY DAVIDSON,VRSCB,0.0
HARLEY DAVIDSON,VRSCD,0.0
HARLEY DAVIDSON,VRSCDX,0.2222222222222222
HARLEY DAVIDSON,VRSCF V-ROD MUSCLE 1247 17,0.0
HARLEY DAVIDSON,XL,0.043478260869565216
HARLEY DAVIDSON,XL 1200 C CUSTOM SPORTSTER 17,0.0
HARLEY DAVIDSON,XL 1200 CB CUSTOM LTD 17,0.0
HARLEY DAVIDSON,XL 883 N IRON 17,0.13043478260869565
HARLEY DAVIDSON,XL 883L SPORTSTER,0.3333333333333333
HARLEY DAVIDSON,XL1200,0.0
HARLEY DAVIDSON,XL1200C,0.0
HARLEY DAVIDSON,XL1200N,0.0
HARLEY DAVIDSON,XL1200R,0.0
HARLEY DAVIDSON,XL1200S,0.0
HARLEY DAVIDSON,XL1200X,0.0
HARLEY DAVIDSON,XL1200X  48,0.0
HARLEY DAVIDSON,XL1200XS,0.0
HARLEY DAVIDSON,XL53 C,0.0
HARLEY DAVIDSON,XL883,0.125
HARLEY DAVIDSON,XLH1100,0.0
HARLEY DAVIDSON,XLH1200,0.0
HARLEY DAVIDSON,XLH883,0.0
HARLEY DAVIDSON,XR,0.0
HARLEY DAVIDSON,vrscf,0.0
HARLEY-DAVIDSON,-,0.0
HARLEY-DAVIDSON,1200 CUSTOM LTD XL CA 13,0.0
HARLEY-DAVIDSON,1200 SPORT,0.0
HARLEY-DAVIDSON,350,0.0
HARLEY-DAVIDSON,883 XL,0.0
HARLEY-DAVIDSON,ARMSTRONG 350,0.0
HARLEY-DAVIDSON,CVO BREAKOUT FXSBSE 13,0.0
HARLEY-DAVIDSON,CVO ULTRA CLASSIC FLHTCUSE8 13,0.0
HARLEY-DAVIDSON,FAT BOB,0.0
HARLEY-DAVIDSON,FAT BOB FXDF 103 1690 13,0.25
HARLEY-DAVIDSON,FAT BOB FXDF 103 1690 17,0.0
HARLEY-DAVIDSON,FAT BOY FLSTF 103 1690 13,0.0
HARLEY-DAVIDSON,FLD SWITCHBACK 1690 12,0.0
HARLEY-DAVIDSON,FLDE SOFTAIL DELUXE 1745 19,0.0
HARLEY-DAVIDSON,FLDE SOFTAIL DELUXE 1745 20,0.0
HARLEY-DAVIDSON,FLFB FATBOY 1745 18,0.0
HARLEY-DAVIDSON,FLFB FATBOY 1745 20,0.0
HARLEY-DAVIDSON,FLFBS FATBOY 114 1868 18,0.0
HARLEY-DAVIDSON,FLFBS FATBOY 114 1868 19,0.0
HARLEY-DAVIDSON,FLFBS FATBOY ANV 114 1868 20,0.0
HARLEY-DAVIDSON,FLHC HERITAGE STC 1745 18,0.0
HARLEY-DAVIDSON,FLHCS HERITAGE STC 114 1868 18,0.0
HARLEY-DAVIDSON,FLHCS HERITAGE STC 114 1868 19,0.0
HARLEY-DAVIDSON,FLHCS HERITAGE STC 114 1868 20,0.0
HARLEY-DAVIDSON,FLHR,0.0
HARLEY-DAVIDSON,FLHR ROAD KING,0.0
HARLEY-DAVIDSON,FLHR ROAD KING 1584 09,0.0
HARLEY-DAVIDSON,FLHR ROAD KING 1745 18,0.0
HARLEY-DAVIDSON,FLHR ROAD KING 1745 19,0.0
HARLEY-DAVIDSON,FLHR ROAD KING 1745 20,0.0
HARLEY-DAVIDSON,FLHRC,0.0
HARLEY-DAVIDSON,FLHRC ROAD KING CL 1690 11,0.0
HARLEY-DAVIDSON,FLHRC ROAD KING CL 1690 12,0.25
HARLEY-DAVIDSON,FLHRC ROAD KING CL 1690 14,0.0
HARLEY-DAVIDSON,FLHRC ROAD KING CL 1745 18,0.0
HARLEY-DAVIDSON,FLHRCI,0.0
HARLEY-DAVIDSON,FLHRCI ROAD KING CLA,0.0
HARLEY-DAVIDSON,FLHRI,0.0
HARLEY-DAVIDSON,FLHRSE 3 ROAD KING SE,0.0
HARLEY-DAVIDSON,FLHRSI,0.5
HARLEY-DAVIDSON,FLHRXS ROAD KING SP 1745 18,0.0
HARLEY-DAVIDSON,FLHRXS ROAD KING SP 1868 19,0.0
HARLEY-DAVIDSON,FLHT,0.0
HARLEY-DAVIDSON,FLHT EGLIDE STD,0.0
HARLEY-DAVIDSON,FLHT EGLIDE STD 1745 19,0.0
HARLEY-DAVIDSON,FLHTC,0.0
HARLEY-DAVIDSON,FLHTC-U,0.0
HARLEY-DAVIDSON,FLHTCI,0.0
HARLEY-DAVIDSON,FLHTCU,0.0
HARLEY-DAVIDSON,FLHTCU EGLIDE UC 1584 09,0.0
HARLEY-DAVIDSON,FLHTCUSE,0.0
HARLEY-DAVIDSON,FLHTCUSE 3 ELECTRA GLIDE UC SE,0.0
HARLEY-DAVIDSON,FLHTCUSE 4 EGLIDE UC SE,0.0
HARLEY-DAVIDSON,FLHTCUTG TRIGLIDE UL 1868 20,0.0
HARLEY-DAVIDSON,FLHTI ELECTRA GLIDE STANDARD,0.0
HARLEY-DAVIDSON,FLHTK EGLIDE UL 1690 11,0.0
HARLEY-DAVIDSON,FLHTK ULTRA LIMITED 1745 18,0.0
HARLEY-DAVIDSON,FLHTK ULTRA LIMITED 1868 19,0.0
HARLEY-DAVIDSON,FLHTK ULTRA LIMITED 1868 20,0.0
HARLEY-DAVIDSON,FLHTK ULTRA LTD ANV 1745 18,0.0
HARLEY-DAVIDSON,FLHTKL ULTRA LTD LOW 1868 19,0.0
HARLEY-DAVIDSON,FLHTKSE CVO ULTRA LTD 1923 18,0.0
HARLEY-DAVIDSON,FLHTKSE CVO ULTRA LTD 1923 20,0.0
HARLEY-DAVIDSON,FLHXS STREET GLIDE SP 1745 18,0.0
HARLEY-DAVIDSON,FLHXS STREET GLIDE SP 1868 19,0.0
HARLEY-DAVIDSON,FLHXS STREET GLIDE SP 1868 20,0.0
HARLEY-DAVIDSON,FLHXSE 3,0.0
HARLEY-DAVIDSON,FLHXSE CVO SGLIDE 1923 18,0.0
HARLEY-DAVIDSON,FLHXSE CVO SGLIDE 1923 19,0.0
HARLEY-DAVIDSON,FLHXSE CVO SGLIDE 1923 20,0.0
HARLEY-DAVIDSON,FLRT FREEWHEELER 1868 19,0.0
HARLEY-DAVIDSON,FLS103 SOFTAIL SLIM 12,0.0
HARLEY-DAVIDSON,FLSB SPORT GLIDE 1745 18,0.0
HARLEY-DAVIDSON,FLSB SPORT GLIDE 1745 19,0.0
HARLEY-DAVIDSON,FLSB SPORT GLIDE 1745 20,0.0
HARLEY-DAVIDSON,FLSB SPORT GLIDE 1745 21,0.0
HARLEY-DAVIDSON,FLSL SOFTAIL SLIM 1745 19,0.0
HARLEY-DAVIDSON,FLSL SOFTAIL SLIM 1745 21,0.0
HARLEY-DAVIDSON,FLSTC,0.0
HARLEY-DAVIDSON,FLSTC HERITAGE SOFTAIL CL,0.0
HARLEY-DAVIDSON,FLSTC HERITAGE STC 1584 11,0.0
HARLEY-DAVIDSON,FLSTCI,0.16666666666666666
HARLEY-DAVIDSON,FLSTCI HERITAGE SOFTAIL CLASSI,0.0
HARLEY-DAVIDSON,FLSTF,0.0
HARLEY-DAVIDSON,FLSTF FATBOY 1584 09,0.0
HARLEY-DAVIDSON,FLSTF FATBOY 1584 10,0.0
HARLEY-DAVIDSON,FLSTF FATBOY 1690 12,0.0
HARLEY-DAVIDSON,FLSTFB FATBOY LOSP 1690 17,0.0
HARLEY-DAVIDSON,FLSTFB FATBOY SPECIAL 1584,0.0
HARLEY-DAVIDSON,FLSTFI,0.0
HARLEY-DAVIDSON,FLSTFI FATBOY FUEL INJECTED,0.0
HARLEY-DAVIDSON,FLSTI,0.0
HARLEY-DAVIDSON,FLSTN,0.0
HARLEY-DAVIDSON,FLSTNI,0.3333333333333333
HARLEY-DAVIDSON,FLSTS,0.0
HARLEY-DAVIDSON,FLSTSC,0.3333333333333333
HARLEY-DAVIDSON,FLTCI,0.0
HARLEY-DAVIDSON,FLTRK RGLIDE LIMITED 1868 20,0.0
HARLEY-DAVIDSON,FLTRU ROAD GLIDE ULTRA 1745 18,0.0
HARLEY-DAVIDSON,FLTRU ROAD GLIDE ULTRA 1868 19,0.0
HARLEY-DAVIDSON,FLTRX RGLIDE CUSTOM 1745 19,0.0
HARLEY-DAVIDSON,FLTRXS RGLIDE SP 1868 19,0.0
HARLEY-DAVIDSON,FLTRXS RGLIDE SP 1868 20,0.0
HARLEY-DAVIDSON,FXBB STREET BOB 1745 18,0.14285714285714285
HARLEY-DAVIDSON,FXBB STREET BOB 1745 19,0.08333333333333333
HARLEY-DAVIDSON,FXBBS STREET BOB 114 1868 21,0.0
HARLEY-DAVIDSON,FXBR BREAKOUT 1745 18,0.0
HARLEY-DAVIDSON,FXBRS BREAKOUT 114 1868 18,0.0
HARLEY-DAVIDSON,FXBRS BREAKOUT 114 1868 19,0.1111111111111111
HARLEY-DAVIDSON,FXBRS BREAKOUT 114 1868 20,0.0
HARLEY-DAVIDSON,FXBRS BREAKOUT 114 1868 21,0.0
HARLEY-DAVIDSON,FXBRS BREAKOUT ANV 114 1868 18,0.0
HARLEY-DAVIDSON,FXD,0.0
HARLEY-DAVIDSON,FXDB,0.0
HARLEY-DAVIDSON,FXDB STREET BOB,0.0
HARLEY-DAVIDSON,FXDB STREET BOB 1584 09,0.0
HARLEY-DAVIDSON,FXDB STREET BOB 1584 10,0.0
HARLEY-DAVIDSON,FXDB STREET BOB 1584 11,0.5
HARLEY-DAVIDSON,FXDB STREET BOB 1584 12,0.0
HARLEY-DAVIDSON,FXDBI,0.2
HARLEY-DAVIDSON,FXDBI DYNA STREET BOB,0.0
HARLEY-DAVIDSON,FXDC,0.0
HARLEY-DAVIDSON,FXDC SUPERGLIDE CU 1584 11,0.0
HARLEY-DAVIDSON,FXDC SUPERGLIDE CU 1584 12,0.0
HARLEY-DAVIDSON,FXDCI,0.0
HARLEY-DAVIDSON,FXDF,0.0
HARLEY-DAVIDSON,FXDF FAT BOB 1584 09,0.0
HARLEY-DAVIDSON,FXDF FAT BOB 1584 10,0.0
HARLEY-DAVIDSON,FXDF FAT BOB 1584 11,0.0
HARLEY-DAVIDSON,FXDL,0.5
HARLEY-DAVIDSON,FXDLS DYNA LOWRIDER S 1801 16,0.25
HARLEY-DAVIDSON,FXDR 114 1868 19,0.0
HARLEY-DAVIDSON,FXDS-C,0.0
HARLEY-DAVIDSON,FXDWG,0.2
HARLEY-DAVIDSON,FXDWG WGLIDE 1584 11,0.0
HARLEY-DAVIDSON,FXDWG WIDE GLIDE,0.0
HARLEY-DAVIDSON,FXDWGI,1.0
HARLEY-DAVIDSON,FXFB FAT BOB 1745 18,0.0
HARLEY-DAVIDSON,FXFB FAT BOB 1745 19,0.0
HARLEY-DAVIDSON,FXFBS FAT BOB 114 1868 19,0.0
HARLEY-DAVIDSON,FXFBS FAT BOB 114 1868 20,0.0
HARLEY-DAVIDSON,FXLR LOW RIDER 1745 18,0.2
HARLEY-DAVIDSON,FXLR LOW RIDER 1745 19,0.0
HARLEY-DAVIDSON,FXLR LOW RIDER 1745 20,0.0
HARLEY-DAVIDSON,FXLRS LOW RIDER S 1868 20,0.0
HARLEY-DAVIDSON,FXRS-SP,0.0
HARLEY-DAVIDSON,FXRSSP,0.0
HARLEY-DAVIDSON,FXSB 103 BREAKOUT 1690 14,0.0
HARLEY-DAVIDSON,FXSB BREAKOUT 13,0.0
HARLEY-DAVIDSON,FXSB BREAKOUT 1690 17,0.0
HARLEY-DAVIDSON,FXST,0.0
HARLEY-DAVIDSON,FXST SOFTAIL STANDARD,0.0
HARLEY-DAVIDSON,FXST SOFTAIL STANDARD 1745 20,0.0
HARLEY-DAVIDSON,FXSTBI,0.0
HARLEY-DAVIDSON,FXSTC,0.0
HARLEY-DAVIDSON,FXSTC SOFTAIL CUSTOM,0.0
HARLEY-DAVIDSON,FXSTD,0.0
HARLEY-DAVIDSON,FXSTDI,0.0
HARLEY-DAVIDSON,FXSTDI SOFTAIL DEUCE EFI,0.0
HARLEY-DAVIDSON,FXSTI,0.0
HARLEY-DAVIDSON,FXSTSSE,0.0
HARLEY-DAVIDSON,HERITAGE,0.0
HARLEY-DAVIDSON,HERITAGE STC FLSTC 1690 13,0.0
HARLEY-DAVIDSON,IRON 883 XL N 13,0.0
HARLEY-DAVIDSON,NIGHT ROD,0.0
HARLEY-DAVIDSON,SOFT TAIL,0.0
HARLEY-DAVIDSON,SOFTAIL,0.0
HARLEY-DAVIDSON,SOFTAIL SLIM FLS 103 13,0.0
HARLEY-DAVIDSON,SPORTSTER,0.0
HARLEY-DAVIDSON,SPORTSTER XL883L SUPERLOW,0.0
HARLEY-DAVIDSON,STREET BOB FXDB 1584 13,0.0
HARLEY-DAVIDSON,STREET ROD XG 750 A 18,0.0
HARLEY-DAVIDSON,STREET XG 750 18,0.0
HARLEY-DAVIDSON,STREET XG 750 19,0.0
HARLEY-DAVIDSON,SUPER GLIDE CUSTOM FXDC 13,0.0
HARLEY-DAVIDSON,SWITCHBACK FLD 103 1690 13,0.5
HARLEY-DAVIDSON,TRIKE,0.0
HARLEY-DAVIDSON,ULTRA,0.0
HARLEY-DAVIDSON,UNCLASSIFIED,0.0
HARLEY-DAVIDSON,V ROD,0.0
HARLEY-DAVIDSON,V-ROD,0.3333333333333333
